epoch,loss,lr,val_cm,train_cm,test_cm,val_accuracy,test_accuracy
311,0.05593381759535986,1.1804327357121146e-11,"[[849  48]
 [333 508]]","[[1950   48]
 [  50 2006]]","[[656  27]
 [304 379]]",78.07825086306099,75.76866764275256
312,0.05931449004856404,1.1214110989265088e-11,"[[895   2]
 [  0 841]]","[[1926   72]
 [  39 2017]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
313,0.0482366128344438,1.0653405439801834e-11,"[[896   1]
 [  0 841]]","[[1954   44]
 [  45 2011]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
314,0.0488756241975352,1.0120735167811742e-11,"[[896   1]
 [  0 841]]","[[1953   45]
 [  39 2017]]","[[683   0]
 [  3 680]]",99.94246260069045,99.78038067349927
315,0.051014637705520734,9.614698409421155e-12,"[[894   3]
 [  0 841]]","[[1939   59]
 [  43 2013]]","[[683   0]
 [  1 682]]",99.82738780207134,99.9267935578331
316,0.05735759472008794,9.133963488950097e-12,"[[895   2]
 [  0 841]]","[[1949   49]
 [  55 2001]]","[[681   2]
 [  2 681]]",99.8849252013809,99.70717423133236
317,0.0507182911678683,8.677265314502592e-12,"[[897   0]
 [  1 840]]","[[1942   56]
 [  42 2014]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
318,0.05814747924159745,8.243402048777462e-12,"[[895   2]
 [  0 841]]","[[1941   57]
 [  50 2006]]","[[682   1]
 [  2 681]]",99.8849252013809,99.78038067349927
319,0.05650080787017941,7.831231946338589e-12,"[[896   1]
 [  0 841]]","[[1937   61]
 [  50 2006]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
320,0.058674671716289595,7.43967034902166e-12,"[[895   2]
 [  0 841]]","[[1945   53]
 [  55 2001]]","[[682   1]
 [  1 682]]",99.8849252013809,99.85358711566617
321,0.05921853918698616,7.067686831570576e-12,"[[896   1]
 [  0 841]]","[[1942   56]
 [  43 2013]]","[[681   2]
 [  0 683]]",99.94246260069045,99.85358711566617
322,0.052406264527235194,6.714302489992047e-12,"[[895   2]
 [  0 841]]","[[1945   53]
 [  50 2006]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
323,0.0556589510961203,6.3785873654924445e-12,"[[895   2]
 [  0 841]]","[[1945   53]
 [  46 2010]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
324,0.05761285235348623,6.059657997217822e-12,"[[896   1]
 [  0 841]]","[[1942   56]
 [  47 2009]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
325,0.05695814086357131,5.756675097356931e-12,"[[896   1]
 [  0 841]]","[[1937   61]
 [  52 2004]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
326,0.0520730804710183,5.468841342489084e-12,"[[896   1]
 [  0 841]]","[[1945   53]
 [  42 2014]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
327,0.0515491908445256,5.195399275364629e-12,"[[897   0]
 [  0 841]]","[[1942   56]
 [  33 2023]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
328,0.05765904849977232,4.935629311596397e-12,"[[896   1]
 [  0 841]]","[[1933   65]
 [  36 2020]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
329,0.05298620018584189,4.688847846016577e-12,"[[894   3]
 [  0 841]]","[[1943   55]
 [  33 2023]]","[[682   1]
 [  1 682]]",99.82738780207134,99.85358711566617
330,0.06399918820534366,4.454405453715748e-12,"[[896   1]
 [  0 841]]","[[1939   59]
 [  54 2002]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
331,0.05761856755998451,4.231685181029961e-12,"[[894   3]
 [  0 841]]","[[1935   63]
 [  40 2016]]","[[683   0]
 [  2 681]]",99.82738780207134,99.85358711566617
332,0.0632847727101762,4.020100921978462e-12,"[[896   1]
 [  0 841]]","[[1939   59]
 [  58 1998]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
333,0.04612966152490117,3.819095875879539e-12,"[[886  11]
 [  0 841]]","[[1950   48]
 [  42 2014]]","[[673  10]
 [  0 683]]",99.36708860759494,99.26793557833089
334,0.059218691807473085,3.628141082085562e-12,"[[896   1]
 [  0 841]]","[[1937   61]
 [  46 2010]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
335,0.05907999632472638,3.4467340279812834e-12,"[[894   3]
 [  0 841]]","[[1938   60]
 [  48 2008]]","[[683   0]
 [  3 680]]",99.82738780207134,99.78038067349927
336,0.05232940986752509,3.274397326582219e-12,"[[874  23]
 [  1 840]]","[[1944   54]
 [  36 2020]]","[[663  20]
 [  0 683]]",98.61910241657077,98.53587115666178
337,0.05541518456448101,3.110677460253108e-12,"[[897   0]
 [  0 841]]","[[1936   62]
 [  52 2004]]","[[683   0]
 [  2 681]]",100.0,99.85358711566617
338,0.05599279340822251,2.9551435872404526e-12,"[[867  30]
 [  0 841]]","[[1942   56]
 [  42 2014]]","[[654  29]
 [  2 681]]",98.27387802071347,97.73060029282577
339,0.06754184563760643,2.80738640787843e-12,"[[896   1]
 [  0 841]]","[[1919   79]
 [  55 2001]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
340,0.051157818626961685,2.667017087484508e-12,"[[897   0]
 [  1 840]]","[[1960   38]
 [  58 1998]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
341,0.04920562358165626,2.5336662331102824e-12,"[[897   0]
 [  0 841]]","[[1946   52]
 [  42 2014]]","[[683   0]
 [  0 683]]",100.0,100.0
342,0.05674691977037583,2.406982921454768e-12,"[[895   2]
 [  0 841]]","[[1932   66]
 [  43 2013]]","[[680   3]
 [  0 683]]",99.8849252013809,99.78038067349927
343,0.051749785518040874,2.2866337753820295e-12,"[[896   1]
 [  0 841]]","[[1940   58]
 [  33 2023]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
344,0.05957834741275293,2.172302086612928e-12,"[[896   1]
 [  1 840]]","[[1937   61]
 [  55 2001]]","[[683   0]
 [  0 683]]",99.8849252013809,100.0
345,0.05279026777134278,2.0636869822822816e-12,"[[895   2]
 [  0 841]]","[[1940   58]
 [  36 2020]]","[[682   1]
 [  1 682]]",99.8849252013809,99.85358711566617
346,0.04964423009369057,1.9605026331681673e-12,"[[897   0]
 [  1 840]]","[[1952   46]
 [  34 2022]]","[[683   0]
 [  6 677]]",99.94246260069045,99.56076134699853
347,0.04777227395970841,1.862477501509759e-12,"[[886  11]
 [  1 840]]","[[1952   46]
 [  34 2022]]","[[679   4]
 [  3 680]]",99.30955120828538,99.48755490483163
348,0.05032874159223866,1.769353626434271e-12,"[[890   7]
 [  0 841]]","[[1945   53]
 [  31 2025]]","[[681   2]
 [  0 683]]",99.59723820483315,99.85358711566617
349,0.04724961183092092,1.6808859451125573e-12,"[[897   0]
 [  4 837]]","[[1952   46]
 [  46 2010]]","[[682   1]
 [  3 680]]",99.76985040276179,99.70717423133236
350,0.05782467790413647,1.5968416478569294e-12,"[[897   0]
 [  0 841]]","[[1947   51]
 [  50 2006]]","[[683   0]
 [  0 683]]",100.0,100.0
351,0.05493981736071875,1.5169995654640828e-12,"[[895   2]
 [  0 841]]","[[1948   50]
 [  43 2013]]","[[680   3]
 [  3 680]]",99.8849252013809,99.56076134699853
352,0.05825033354631159,1.4411495871908785e-12,"[[897   0]
 [  1 840]]","[[1936   62]
 [  48 2008]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
353,0.04878650058526545,1.3690921078313346e-12,"[[897   0]
 [  1 840]]","[[1955   43]
 [  43 2013]]","[[682   1]
 [  0 683]]",99.94246260069045,99.9267935578331
354,0.045202399167465046,1.3006375024397678e-12,"[[897   0]
 [  0 841]]","[[1951   47]
 [  36 2020]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
355,0.05248463847237871,1.2356056273177794e-12,"[[896   1]
 [  1 840]]","[[1952   46]
 [  51 2005]]","[[683   0]
 [  3 680]]",99.8849252013809,99.78038067349927
356,0.059752987683168605,1.1738253459518904e-12,"[[897   0]
 [  0 841]]","[[1935   63]
 [  48 2008]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
357,0.05393747506604996,1.1151340786542958e-12,"[[897   0]
 [  2 839]]","[[1946   52]
 [  51 2005]]","[[681   2]
 [  1 682]]",99.8849252013809,99.78038067349927
358,0.059337478669476695,1.059377374721581e-12,"[[897   0]
 [  8 833]]","[[1929   69]
 [  38 2018]]","[[683   0]
 [ 19 664]]",99.5397008055236,98.60907759882869
359,0.05540491139981894,1.0064085059855018e-12,"[[896   1]
 [  0 841]]","[[1932   66]
 [  33 2023]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
360,0.05328810196078848,9.560880806862267e-13,"[[896   1]
 [  1 840]]","[[1940   58]
 [  43 2013]]","[[682   1]
 [  0 683]]",99.8849252013809,99.9267935578331
361,0.05787662725197151,9.082836766519153e-13,"[[893   4]
 [  3 838]]","[[1939   59]
 [  48 2008]]","[[681   2]
 [  3 680]]",99.59723820483315,99.63396778916545
362,0.04359541491430719,8.628694928193195e-13,"[[897   0]
 [  0 841]]","[[1948   50]
 [  31 2025]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
363,0.058160317918918715,8.197260181783535e-13,"[[897   0]
 [  3 838]]","[[1932   66]
 [  52 2004]]","[[683   0]
 [  2 681]]",99.82738780207134,99.85358711566617
364,0.04966154092471695,7.787397172694358e-13,"[[896   1]
 [  0 841]]","[[1957   41]
 [  51 2005]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
365,0.05582043190952391,7.398027314059639e-13,"[[895   2]
 [  4 837]]","[[1957   41]
 [  60 1996]]","[[683   0]
 [  1 682]]",99.6547756041427,99.9267935578331
366,0.0564842915337067,7.028125948356657e-13,"[[896   1]
 [  0 841]]","[[1928   70]
 [  41 2015]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
367,0.0537456958554685,6.676719650938823e-13,"[[897   0]
 [  0 841]]","[[1945   53]
 [  54 2002]]","[[683   0]
 [  2 681]]",100.0,99.85358711566617
368,0.04749221281963401,6.342883668391882e-13,"[[896   1]
 [  0 841]]","[[1949   49]
 [  37 2019]]","[[682   1]
 [  0 683]]",99.94246260069045,99.9267935578331
369,0.056368734673014835,6.025739484972288e-13,"[[897   0]
 [  0 841]]","[[1938   60]
 [  48 2008]]","[[682   1]
 [  1 682]]",100.0,99.85358711566617
370,0.05081343233177905,5.724452510723673e-13,"[[896   1]
 [  0 841]]","[[1934   64]
 [  37 2019]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
371,0.05232088812044823,5.438229885187489e-13,"[[893   4]
 [  0 841]]","[[1936   62]
 [  37 2019]]","[[683   0]
 [  1 682]]",99.76985040276179,99.9267935578331
372,0.05452641560987103,5.166318390928114e-13,"[[896   1]
 [  0 841]]","[[1924   74]
 [  39 2017]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
373,0.05134856789663899,4.908002471381708e-13,"[[896   1]
 [  0 841]]","[[1940   58]
 [  34 2022]]","[[682   1]
 [  3 680]]",99.94246260069045,99.70717423133236
374,0.0645565255617839,4.662602347812622e-13,"[[897   0]
 [  5 836]]","[[1934   64]
 [  61 1995]]","[[683   0]
 [  8 675]]",99.71231300345224,99.41434846266472
375,0.04932873988582286,4.4294722304219906e-13,"[[896   1]
 [  2 839]]","[[1945   53]
 [  33 2023]]","[[683   0]
 [  1 682]]",99.82738780207134,99.9267935578331
376,0.05788110924186185,4.207998618900891e-13,"[[896   1]
 [  0 841]]","[[1922   76]
 [  45 2011]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
377,0.05075669997313526,3.9975986879558463e-13,"[[897   0]
 [  2 839]]","[[1938   60]
 [  47 2009]]","[[683   0]
 [  2 681]]",99.8849252013809,99.85358711566617
378,0.04770217760767537,3.797718753558054e-13,"[[897   0]
 [  0 841]]","[[1950   48]
 [  39 2017]]","[[683   0]
 [  0 683]]",100.0,100.0
379,0.049840925741591505,3.607832815880151e-13,"[[895   2]
 [  0 841]]","[[1947   51]
 [  37 2019]]","[[683   0]
 [  0 683]]",99.8849252013809,100.0
380,0.049652465226245106,3.427441175086143e-13,"[[896   1]
 [  0 841]]","[[1947   51]
 [  47 2009]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
381,0.04610676613810937,3.256069116331836e-13,"[[894   3]
 [  3 838]]","[[1956   42]
 [  44 2012]]","[[682   1]
 [  1 682]]",99.6547756041427,99.85358711566617
382,0.04915907249960581,3.093265660515244e-13,"[[896   1]
 [  0 841]]","[[1953   45]
 [  43 2013]]","[[682   1]
 [  2 681]]",99.94246260069045,99.78038067349927
383,0.05897507254849188,2.9386023774894815e-13,"[[896   1]
 [  0 841]]","[[1928   70]
 [  47 2009]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
384,0.060109755868325,2.791672258615007e-13,"[[896   1]
 [  1 840]]","[[1940   58]
 [  51 2005]]","[[683   0]
 [  2 681]]",99.8849252013809,99.85358711566617
385,0.05225378154136707,2.6520886456842564e-13,"[[896   1]
 [  0 841]]","[[1949   49]
 [  51 2005]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
386,0.05198975096573121,2.5194842134000433e-13,"[[896   1]
 [  3 838]]","[[1938   60]
 [  43 2013]]","[[683   0]
 [  3 680]]",99.76985040276179,99.78038067349927
387,0.04719590446984512,2.393510002730041e-13,"[[896   1]
 [  0 841]]","[[1954   44]
 [  39 2017]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
388,0.05620023911251339,2.273834502593539e-13,"[[895   2]
 [  0 841]]","[[1943   55]
 [  55 2001]]","[[682   1]
 [  0 683]]",99.8849252013809,99.9267935578331
389,0.05531667967443356,2.160142777463862e-13,"[[896   1]
 [  0 841]]","[[1943   55]
 [  54 2002]]","[[681   2]
 [  1 682]]",99.94246260069045,99.78038067349927
390,0.06022469983145127,2.0521356385906689e-13,"[[895   2]
 [  0 841]]","[[1945   53]
 [  51 2005]]","[[682   1]
 [  1 682]]",99.8849252013809,99.85358711566617
391,0.05598072275552114,1.9495288566611354e-13,"[[888   9]
 [  6 835]]","[[1943   55]
 [  52 2004]]","[[681   2]
 [  4 679]]",99.13693901035673,99.56076134699853
392,0.04612654175434727,1.8520524138280786e-13,"[[896   1]
 [  0 841]]","[[1950   48]
 [  35 2021]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
393,0.05067853817672585,1.7594497931366745e-13,"[[897   0]
 [  2 839]]","[[1956   42]
 [  42 2014]]","[[683   0]
 [ 10 673]]",99.8849252013809,99.26793557833089
394,0.05332294499385171,1.6714773034798408e-13,"[[894   3]
 [  1 840]]","[[1946   52]
 [  42 2014]]","[[682   1]
 [  1 682]]",99.76985040276179,99.85358711566617
395,0.05299563956214114,1.5879034383058487e-13,"[[896   1]
 [  1 840]]","[[1933   65]
 [  45 2011]]","[[682   1]
 [  2 681]]",99.8849252013809,99.78038067349927
396,0.05336918182729278,1.508508266390556e-13,"[[897   0]
 [  0 841]]","[[1949   49]
 [  46 2010]]","[[683   0]
 [  3 680]]",100.0,99.78038067349927
397,0.05352640776254703,1.4330828530710282e-13,"[[897   0]
 [  8 833]]","[[1942   56]
 [  45 2011]]","[[683   0]
 [  8 675]]",99.5397008055236,99.41434846266472
398,0.05109556555999008,1.3614287104174766e-13,"[[897   0]
 [  1 840]]","[[1943   55]
 [  39 2017]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
399,0.049953832501387296,1.2933572748966028e-13,"[[897   0]
 [  1 840]]","[[1932   66]
 [  37 2019]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
400,0.04824386831023731,1.2286894111517727e-13,"[[891   6]
 [ 10 831]]","[[1951   47]
 [  54 2002]]","[[678   5]
 [ 14 669]]",99.07940161104717,98.60907759882869
401,0.04590315695531899,1.167254940594184e-13,"[[897   0]
 [  0 841]]","[[1948   50]
 [  38 2018]]","[[683   0]
 [  3 680]]",100.0,99.78038067349927
402,0.04833577738463647,1.1088921935644748e-13,"[[896   1]
 [  0 841]]","[[1938   60]
 [  40 2016]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
403,0.0512834890105296,1.053447583886251e-13,"[[896   1]
 [  0 841]]","[[1933   65]
 [  36 2020]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
404,0.050061292800819494,1.0007752046919385e-13,"[[896   1]
 [  0 841]]","[[1949   49]
 [  38 2018]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
405,0.05477086175233126,9.507364444573415e-14,"[[896   1]
 [  0 841]]","[[1944   54]
 [  49 2007]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
406,0.04626182095671538,9.031996222344743e-14,"[[897   0]
 [  1 840]]","[[1942   56]
 [  42 2014]]","[[683   0]
 [  7 676]]",99.94246260069045,99.48755490483163
407,0.0490576263400726,8.580396411227505e-14,"[[897   0]
 [  0 841]]","[[1952   46]
 [  41 2015]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
408,0.05115956044755875,8.15137659066613e-14,"[[895   2]
 [  0 841]]","[[1934   64]
 [  39 2017]]","[[683   0]
 [  0 683]]",99.8849252013809,100.0
409,0.053326049237512045,7.743807761132823e-14,"[[896   1]
 [  0 841]]","[[1941   57]
 [  41 2015]]","[[682   1]
 [  0 683]]",99.94246260069045,99.9267935578331
410,0.05452146792958956,7.356617373076181e-14,"[[895   2]
 [  0 841]]","[[1937   61]
 [  47 2009]]","[[683   0]
 [  2 681]]",99.8849252013809,99.85358711566617
411,0.049670673470245674,6.988786504422372e-14,"[[895   2]
 [  0 841]]","[[1940   58]
 [  40 2016]]","[[683   0]
 [  0 683]]",99.8849252013809,100.0
412,0.05029934461344964,6.639347179201253e-14,"[[896   1]
 [  0 841]]","[[1950   48]
 [  43 2013]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
413,0.047541533436742604,6.30737982024119e-14,"[[897   0]
 [  0 841]]","[[1952   46]
 [  39 2017]]","[[682   1]
 [  0 683]]",100.0,99.9267935578331
414,0.053962835245329174,5.992010829229131e-14,"[[895   2]
 [  0 841]]","[[1951   47]
 [  51 2005]]","[[683   0]
 [  0 683]]",99.8849252013809,100.0
415,0.051990305597428205,5.692410287767674e-14,"[[895   2]
 [  0 841]]","[[1949   49]
 [  48 2008]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
416,0.05005593210080405,5.40778977337929e-14,"[[897   0]
 [  1 840]]","[[1941   57]
 [  38 2018]]","[[683   0]
 [  3 680]]",99.94246260069045,99.78038067349927
417,0.05075360529008322,5.1374002847103255e-14,"[[896   1]
 [  0 841]]","[[1946   52]
 [  43 2013]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
418,0.055707771665765904,4.880530270474809e-14,"[[893   4]
 [  1 840]]","[[1937   61]
 [  52 2004]]","[[682   1]
 [  0 683]]",99.71231300345224,99.9267935578331
419,0.047422689211089164,4.6365037569510683e-14,"[[897   0]
 [  1 840]]","[[1937   61]
 [  34 2022]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
420,0.047985303550376564,4.4046785691035145e-14,"[[896   1]
 [  0 841]]","[[1950   48]
 [  54 2002]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
421,0.05104593424766791,4.1844446406483385e-14,"[[894   3]
 [  0 841]]","[[1949   49]
 [  37 2019]]","[[682   1]
 [  2 681]]",99.82738780207134,99.78038067349927
422,0.0508840999682434,3.9752224086159216e-14,"[[896   1]
 [  2 839]]","[[1937   61]
 [  35 2021]]","[[682   1]
 [  4 679]]",99.82738780207134,99.63396778916545
423,0.04825143794005272,3.776461288185125e-14,"[[896   1]
 [  1 840]]","[[1946   52]
 [  40 2016]]","[[683   0]
 [  2 681]]",99.8849252013809,99.85358711566617
424,0.048245768353808664,3.587638223775869e-14,"[[896   1]
 [  0 841]]","[[1943   55]
 [  44 2012]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
425,0.04754783547832631,3.408256312587076e-14,"[[896   1]
 [  0 841]]","[[1948   50]
 [  35 2021]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
426,0.05789058368463883,3.237843496957722e-14,"[[895   2]
 [  0 841]]","[[1946   52]
 [  46 2010]]","[[680   3]
 [  0 683]]",99.8849252013809,99.78038067349927
427,0.05047236850077752,3.0759513221098355e-14,"[[897   0]
 [  0 841]]","[[1945   53]
 [  40 2016]]","[[683   0]
 [  0 683]]",100.0,100.0
428,0.04825186474772635,2.922153756004343e-14,"[[895   2]
 [  0 841]]","[[1951   47]
 [  48 2008]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
429,0.05105418460880174,2.776046068204126e-14,"[[895   2]
 [  0 841]]","[[1949   49]
 [  45 2011]]","[[682   1]
 [  2 681]]",99.8849252013809,99.78038067349927
430,0.047081141041417134,2.6372437647939196e-14,"[[896   1]
 [  1 840]]","[[1964   34]
 [  40 2016]]","[[682   1]
 [  2 681]]",99.8849252013809,99.78038067349927
431,0.05536245332723411,2.5053815765542236e-14,"[[896   1]
 [  1 840]]","[[1937   61]
 [  52 2004]]","[[681   2]
 [  4 679]]",99.8849252013809,99.56076134699853
432,0.056913584936410196,2.3801124977265123e-14,"[[896   1]
 [  0 841]]","[[1941   57]
 [  45 2011]]","[[681   2]
 [  0 683]]",99.94246260069045,99.85358711566617
433,0.04931334955472266,2.2611068728401865e-14,"[[895   2]
 [  0 841]]","[[1961   37]
 [  57 1999]]","[[683   0]
 [  2 681]]",99.8849252013809,99.85358711566617
434,0.05193464467811282,2.148051529198177e-14,"[[897   0]
 [  0 841]]","[[1949   49]
 [  47 2009]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
435,0.050994168777833686,2.040648952738268e-14,"[[894   3]
 [  0 841]]","[[1952   46]
 [  43 2013]]","[[683   0]
 [  0 683]]",99.82738780207134,100.0
436,0.04870255046262172,1.9386165051013545e-14,"[[894   3]
 [  0 841]]","[[1961   37]
 [  48 2008]]","[[681   2]
 [  2 681]]",99.82738780207134,99.70717423133236
437,0.04402947590278929,1.8416856798462866e-14,"[[897   0]
 [  0 841]]","[[1961   37]
 [  43 2013]]","[[683   0]
 [  2 681]]",100.0,99.85358711566617
438,0.048819428368005895,1.7496013958539723e-14,"[[897   0]
 [  0 841]]","[[1942   56]
 [  41 2015]]","[[683   0]
 [  0 683]]",100.0,100.0
439,0.051054883340839304,1.6621213260612735e-14,"[[896   1]
 [  0 841]]","[[1946   52]
 [  44 2012]]","[[682   1]
 [  2 681]]",99.94246260069045,99.78038067349927
440,0.04797775587940124,1.57901525975821e-14,"[[895   2]
 [  0 841]]","[[1944   54]
 [  37 2019]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
441,0.04705022819689476,1.5000644967702993e-14,"[[896   1]
 [  1 840]]","[[1952   46]
 [  38 2018]]","[[682   1]
 [  2 681]]",99.8849252013809,99.78038067349927
442,0.05265714276174548,1.4250612719317843e-14,"[[896   1]
 [  1 840]]","[[1944   54]
 [  45 2011]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
443,0.04363196287522442,1.353808208335195e-14,"[[894   3]
 [  0 841]]","[[1962   36]
 [  41 2015]]","[[682   1]
 [  1 682]]",99.82738780207134,99.85358711566617
444,0.05015834775986151,1.2861177979184352e-14,"[[896   1]
 [  0 841]]","[[1944   54]
 [  36 2020]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
445,0.049349048087606213,1.2218119080225133e-14,"[[897   0]
 [  1 840]]","[[1954   44]
 [  40 2016]]","[[683   0]
 [  2 681]]",99.94246260069045,99.85358711566617
446,0.046035532126552425,1.1607213126213875e-14,"[[897   0]
 [  1 840]]","[[1941   57]
 [  30 2026]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
447,0.05350730611098696,1.1026852469903182e-14,"[[896   1]
 [  0 841]]","[[1928   70]
 [  45 2011]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
448,0.05612974341784139,1.0475509846408022e-14,"[[896   1]
 [  1 840]]","[[1943   55]
 [  44 2012]]","[[683   0]
 [  5 678]]",99.8849252013809,99.63396778916545
449,0.05622017373389099,9.95173435408762e-15,"[[896   1]
 [  0 841]]","[[1942   56]
 [  48 2008]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
450,0.05445063891238532,9.454147636383238e-15,"[[897   0]
 [  1 840]]","[[1942   56]
 [  59 1997]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
451,0.05486810186266667,8.981440254564076e-15,"[[897   0]
 [  0 841]]","[[1945   53]
 [  52 2004]]","[[682   1]
 [  2 681]]",100.0,99.78038067349927
452,0.052191222232067964,8.53236824183587e-15,"[[879  18]
 [  1 840]]","[[1949   49]
 [  55 2001]]","[[676   7]
 [  0 683]]",98.90678941311853,99.48755490483163
453,0.04688534566957969,8.105749829744077e-15,"[[895   2]
 [  0 841]]","[[1948   50]
 [  50 2006]]","[[683   0]
 [  0 683]]",99.8849252013809,100.0
454,0.04621839984611143,7.700462338256873e-15,"[[897   0]
 [  0 841]]","[[1952   46]
 [  31 2025]]","[[682   1]
 [  1 682]]",100.0,99.85358711566617
455,0.04777188204752746,7.31543922134403e-15,"[[897   0]
 [  0 841]]","[[1947   51]
 [  46 2010]]","[[683   0]
 [  0 683]]",100.0,100.0
456,0.0531973834731616,6.9496672602768275e-15,"[[896   1]
 [  0 841]]","[[1934   64]
 [  50 2006]]","[[682   1]
 [  2 681]]",99.94246260069045,99.78038067349927
457,0.050498399519710795,6.602183897262986e-15,"[[897   0]
 [  1 840]]","[[1938   60]
 [  32 2024]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
458,0.05349849071353673,6.2720747023998365e-15,"[[896   1]
 [  1 840]]","[[1934   64]
 [  44 2012]]","[[683   0]
 [  1 682]]",99.8849252013809,99.9267935578331
459,0.05997705206391404,5.958470967279844e-15,"[[897   0]
 [  0 841]]","[[1934   64]
 [  51 2005]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
460,0.04613728696131147,5.660547418915852e-15,"[[896   1]
 [  1 840]]","[[1947   51]
 [  39 2017]]","[[683   0]
 [  0 683]]",99.8849252013809,100.0
461,0.04535148252034561,5.377520047970059e-15,"[[897   0]
 [  0 841]]","[[1946   52]
 [  49 2007]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
462,0.04364812032508782,5.108644045571556e-15,"[[897   0]
 [  4 837]]","[[1966   32]
 [  46 2010]]","[[683   0]
 [  4 679]]",99.76985040276179,99.70717423133236
463,0.0414224523701705,4.853211843292978e-15,"[[896   1]
 [  0 841]]","[[1962   36]
 [  38 2018]]","[[683   0]
 [  1 682]]",99.94246260069045,99.9267935578331
464,0.04955849077668973,4.610551251128329e-15,"[[896   1]
 [  0 841]]","[[1953   45]
 [  49 2007]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
465,0.04000316397286951,4.380023688571912e-15,"[[897   0]
 [  0 841]]","[[1955   43]
 [  30 2026]]","[[683   0]
 [  1 682]]",100.0,99.9267935578331
466,0.054244807193754234,4.161022504143316e-15,"[[896   1]
 [  1 840]]","[[1942   56]
 [  44 2012]]","[[682   1]
 [  0 683]]",99.8849252013809,99.9267935578331
467,0.04593745360034519,3.952971378936151e-15,"[[896   1]
 [  0 841]]","[[1949   49]
 [  40 2016]]","[[683   0]
 [  0 683]]",99.94246260069045,100.0
468,0.047875723295874195,3.755322809989343e-15,"[[897   0]
 [  0 841]]","[[1943   55]
 [  32 2024]]","[[682   1]
 [  5 678]]",100.0,99.56076134699853
